,day,hour,temp
1133,18,400.0,21.700001
1134,18,500.0,22.799999
1135,18,600.0,22.1
1136,18,700.0,21.5
1137,18,800.0,21.200001
1138,18,900.0,19.799999
1139,18,1000.0,19.6
1140,18,1100.0,19.9
1141,18,1200.0,19.700001
1142,18,1300.0,19.6
1143,18,1400.0,19.700001
1144,18,1500.0,19.6
1145,18,1600.0,19.4
1146,18,1700.0,19.5
1147,18,1800.0,19.5
1148,18,1900.0,19.4
1149,18,2000.0,19.299999
1150,18,2100.0,17.5
1151,18,2200.0,17.6
1152,18,2300.0,18.299999
1153,19,0.0,19.4
1154,19,100.0,21.200001
1155,19,200.0,22.200001
1156,19,300.0,20.9
1157,19,400.0,21.4
1158,19,500.0,20.799999
1159,19,600.0,21.200001
1160,19,700.0,21.5
1161,19,800.0,21.4
1162,19,900.0,21.1
1163,19,1000.0,20.1
1164,19,1100.0,19.6
1165,19,1200.0,19.6
1166,19,1300.0,19.4
1167,19,1400.0,19.200001
1168,19,1500.0,19.200001
1169,19,1600.0,19.0
1170,19,1700.0,18.799999
1171,19,1800.0,18.799999
1172,19,1900.0,14.6
1173,19,2000.0,15.0
1174,19,2100.0,15.9
1175,19,2200.0,16.5
1176,19,2300.0,16.299999
1177,20,0.0,17.700001
1178,20,100.0,17.200001
1179,20,200.0,18.799999
1180,20,300.0,19.1
1181,20,400.0,18.799999
1182,20,500.0,18.5
1183,20,600.0,17.200001
1184,20,700.0,17.299999
1185,20,800.0,16.700001
1186,20,900.0,15.3
1187,20,1000.0,13.9
1188,20,1100.0,10.2
1189,20,1200.0,8.6
1190,20,1300.0,9.5
1191,20,1400.0,8.2
1192,20,1500.0,7.2
1193,20,1600.0,7.7
1194,20,1700.0,7.0
1195,20,1800.0,6.3
1196,20,1900.0,5.9
1197,20,2000.0,7.5
1198,20,2100.0,12.3
1199,20,2200.0,14.4
1200,20,2300.0,16.5
1201,21,0.0,18.9
1202,21,100.0,21.200001
1203,21,200.0,22.700001
1204,21,300.0,23.299999
1205,21,400.0,23.4
1206,21,500.0,23.9
1207,21,600.0,23.799999
1208,21,700.0,22.5
1209,21,800.0,21.4
1210,21,900.0,19.200001
1211,21,1000.0,15.8
1212,21,1100.0,14.1
1213,21,1200.0,15.9
1214,21,1300.0,12.3
1215,21,1400.0,9.9
1216,21,1500.0,9.0
1217,21,1600.0,8.1
1218,21,1700.0,7.5
1219,21,1800.0,6.9
1220,21,1900.0,6.6
1221,21,2000.0,8.0
1222,21,2100.0,12.8
1223,21,2200.0,17.299999
1224,21,2300.0,19.200001
1225,22,0.0,22.799999
1226,22,100.0,23.799999
1227,22,200.0,25.200001
1228,22,300.0,26.299999
1229,22,400.0,26.9
1230,22,500.0,27.6
1231,22,600.0,27.0
1232,22,700.0,26.4
1233,22,800.0,25.1
1234,22,900.0,23.0
1235,22,1000.0,18.1
1236,22,1100.0,15.8
1237,22,1200.0,13.8
1238,22,1300.0,12.4
1239,22,1400.0,12.1
1240,22,1500.0,12.4
1241,22,1600.0,13.7
1242,22,1700.0,14.5
1243,22,1800.0,12.7
1244,22,1900.0,12.2
1245,22,2000.0,13.1
1246,22,2100.0,17.5
1247,22,2200.0,19.200001
1248,22,2300.0,21.200001
1249,23,0.0,22.799999
1250,23,100.0,24.799999
1251,23,200.0,26.799999
1252,23,300.0,28.200001
1253,23,400.0,29.0
1254,23,500.0,29.6
1255,23,600.0,29.700001
1256,23,700.0,29.6
1257,23,800.0,27.1
1258,23,900.0,22.9
1259,23,1000.0,19.1
1260,23,1100.0,16.6
1261,23,1200.0,15.7
1262,23,1300.0,14.5
1263,23,1400.0,13.2
1264,23,1500.0,12.6
1265,23,1600.0,12.6
1266,23,1700.0,12.4
1267,23,1800.0,11.8
1268,23,1900.0,12.1
1269,23,2000.0,13.4
1270,23,2100.0,17.700001
1271,23,2200.0,20.9
1272,23,2300.0,23.799999
1273,24,0.0,25.799999
1274,24,100.0,27.5
1275,24,200.0,29.0
1276,24,300.0,30.5
1277,24,400.0,31.5
1278,24,500.0,31.4
1279,24,600.0,31.700001
1280,24,700.0,30.9
1281,24,800.0,29.6
1282,24,900.0,26.6
1283,24,1000.0,24.6
1284,24,1100.0,22.0
1285,24,1200.0,21.6
1286,24,1300.0,20.5
1287,24,1400.0,19.4
1288,24,1500.0,19.0
1289,24,1600.0,18.5
1290,24,1700.0,17.9
1291,24,1800.0,17.5
1292,24,1900.0,16.6
1293,24,2000.0,16.799999
1294,24,2100.0,19.700001
1295,24,2200.0,21.299999
1296,24,2300.0,23.1
1297,25,0.0,24.200001
1298,25,100.0,27.1
1299,25,200.0,28.200001
1300,25,300.0,29.1
1301,25,400.0,30.299999
1302,25,500.0,30.200001
1303,25,600.0,29.299999
1304,25,700.0,27.799999
1305,25,800.0,26.5
1306,25,900.0,22.200001
1307,25,1000.0,20.0
1308,25,1100.0,18.200001
1309,25,1200.0,17.4
1310,25,1300.0,16.9
1311,25,1400.0,16.1
1312,25,1500.0,15.1
1313,25,1600.0,14.2
1314,25,1700.0,14.1
1315,25,1800.0,13.9
1316,25,1900.0,13.5
1317,25,2000.0,14.2
1318,25,2100.0,16.299999
1319,25,2200.0,21.6
1320,25,2300.0,24.0
1321,26,0.0,26.700001
1322,26,100.0,29.0
1323,26,200.0,29.9
1324,26,300.0,31.4
1325,26,400.0,31.0
1326,26,500.0,31.299999
1327,26,600.0,30.200001
1328,26,700.0,28.700001
1329,26,800.0,26.9
1330,26,900.0,25.4
1331,26,1000.0,24.299999
1332,26,1100.0,23.4
1333,26,1200.0,23.700001
1334,26,1300.0,23.0
1335,26,1400.0,22.6
1336,26,1500.0,20.799999
1337,26,1600.0,19.6
1338,26,1700.0,18.799999
1339,26,1800.0,17.4
1340,26,1900.0,16.5
1341,26,2000.0,17.0
1342,26,2100.0,17.6
1343,26,2200.0,17.799999
1344,26,2300.0,17.799999
1345,27,0.0,18.5
1346,27,100.0,18.6
1347,27,200.0,19.6
1348,27,300.0,19.200001
1349,27,400.0,18.700001
1350,27,500.0,18.700001
1351,27,600.0,18.1
1352,27,700.0,18.0
1353,27,800.0,17.1
1354,27,900.0,16.6
1355,27,1000.0,15.5
1356,27,1100.0,14.8
1357,27,1200.0,14.2
1358,27,1300.0,14.1
1359,27,1400.0,14.6
1360,27,1500.0,14.3
1361,27,1600.0,14.4
1362,27,1700.0,13.5
1363,27,1800.0,13.7
1364,27,1900.0,11.2
1365,27,2000.0,11.0
1366,27,2100.0,12.4
1367,27,2200.0,15.0
1368,27,2300.0,17.4
1369,28,0.0,18.0
1370,28,100.0,18.5
1371,28,200.0,20.0
1372,28,300.0,20.9
1373,28,400.0,22.799999
1374,28,500.0,23.299999
1375,28,600.0,24.4
1376,28,700.0,24.1
1377,28,800.0,24.0
1378,28,900.0,23.299999
1379,28,1000.0,17.9
1380,28,1100.0,14.6
1381,28,1200.0,11.8
1382,28,1300.0,10.9
1383,28,1400.0,10.0
1384,28,1500.0,9.3
1385,28,1600.0,8.3
1386,28,1700.0,7.7
1387,28,1800.0,7.4
1388,28,1900.0,7.3
1389,28,2000.0,8.9
1390,28,2100.0,13.6
1391,28,2200.0,17.1
1392,28,2300.0,17.700001
1393,29,0.0,19.0
1394,29,100.0,23.0
1395,29,200.0,25.6
1396,29,300.0,27.799999
1397,29,400.0,27.5
1398,29,500.0,26.700001
1399,29,600.0,27.200001
1400,29,700.0,26.200001
1401,29,800.0,26.200001
1402,29,900.0,22.9
1403,29,1000.0,19.200001
1404,29,1100.0,14.7
1405,29,1200.0,12.8
1406,29,1300.0,11.0
1407,29,1400.0,9.8
1408,29,1500.0,9.3
1409,29,1600.0,8.5
1410,29,1700.0,7.9
1411,29,1800.0,7.7
1412,29,1900.0,8.0
1413,29,2000.0,9.6
1414,29,2100.0,14.4
1415,29,2200.0,17.799999
1416,29,2300.0,20.799999
1417,30,0.0,23.200001
1418,30,100.0,26.299999
1419,30,200.0,25.700001
1420,30,300.0,26.1
1421,30,400.0,25.4
1422,30,500.0,25.799999
1423,30,600.0,24.6
1424,30,700.0,23.5
1425,30,800.0,22.299999
1426,30,900.0,21.0
1427,30,1000.0,20.1
1428,30,1100.0,19.5
1429,30,1200.0,18.6
1430,30,1300.0,16.0
1431,30,1400.0,14.3
1432,30,1500.0,14.3
1433,30,1600.0,13.6
1434,30,1700.0,13.6
1435,30,1800.0,13.8
1436,30,1900.0,13.3
1437,30,2000.0,13.8
1438,30,2100.0,14.7
1439,30,2200.0,18.200001
1440,30,2300.0,19.9
1441,31,0.0,21.299999
1442,31,100.0,22.4
1443,31,200.0,23.700001
1444,31,300.0,23.1
1445,31,400.0,22.9
1446,31,500.0,24.4
1447,31,600.0,23.200001
1448,31,700.0,21.799999
1449,31,800.0,20.9
1450,31,900.0,19.299999
1451,31,1000.0,16.9
1452,31,1100.0,15.9
1453,31,1200.0,13.5
1454,31,1300.0,12.2
1455,31,1400.0,11.2
1456,31,1500.0,10.3
1457,31,1600.0,9.8
1458,31,1700.0,9.0
1459,31,1800.0,8.7
1460,31,1900.0,8.8
1461,31,2000.0,9.6
1462,31,2100.0,13.2
1463,31,2200.0,15.5
1464,31,2300.0,17.700001
1466,1,0.0,19.1
1467,1,100.0,20.200001
1468,1,200.0,21.9
1469,1,300.0,23.700001
1470,1,400.0,23.1
1471,1,500.0,23.700001
1472,1,600.0,23.9
1473,1,700.0,23.5
1474,1,800.0,22.700001
1475,1,900.0,19.6
1476,1,1000.0,18.4
1477,1,1100.0,17.200001
1478,1,1200.0,15.0
1479,1,1300.0,13.8
1480,1,1400.0,13.3
1481,1,1500.0,13.1
1482,1,1600.0,13.4
1483,1,1700.0,12.5
1484,1,1800.0,11.8
1485,1,1900.0,11.2
1486,1,2000.0,11.7
1487,1,2100.0,14.1
1488,1,2200.0,17.6
1489,1,2300.0,21.4
1490,2,0.0,22.9
1491,2,100.0,25.1
1492,2,200.0,26.1
1493,2,300.0,26.799999
1494,2,400.0,27.4
1495,2,500.0,27.1
1496,2,600.0,27.1
1497,2,700.0,26.6
1498,2,800.0,24.9
1499,2,900.0,22.799999
1500,2,1000.0,20.9
1501,2,1100.0,17.700001
1502,2,1200.0,16.200001
1503,2,1300.0,14.7
1504,2,1400.0,13.6
1505,2,1500.0,12.7
1506,2,1600.0,11.9
1507,2,1700.0,11.5
1508,2,1800.0,11.0
1509,2,1900.0,10.8
1510,2,2000.0,11.6
1511,2,2100.0,15.8
1512,2,2200.0,19.200001
1513,2,2300.0,22.4
1514,3,0.0,25.1
1515,3,100.0,26.1
1516,3,200.0,27.799999
1517,3,300.0,28.700001
1518,3,400.0,28.4
1519,3,500.0,28.799999
1520,3,600.0,29.299999
1521,3,700.0,29.200001
1522,3,800.0,28.299999
1523,3,900.0,24.1
1524,3,1000.0,21.5
1525,3,1100.0,19.6
1526,3,1200.0,18.6
1527,3,1300.0,17.4
1528,3,1400.0,16.6
1529,3,1500.0,15.7
1530,3,1600.0,15.3
1531,3,1700.0,14.7
1532,3,1800.0,14.1
1533,3,1900.0,13.7
1534,3,2000.0,14.6
1535,3,2100.0,17.4
1536,3,2200.0,20.9
1537,3,2300.0,24.1
1538,4,0.0,25.5
1539,4,100.0,28.299999
1540,4,200.0,29.4
1541,4,300.0,29.799999
1542,4,400.0,29.9
1543,4,500.0,29.700001
1544,4,600.0,29.1
1545,4,700.0,27.700001
1546,4,800.0,24.5
1547,4,900.0,22.1
1548,4,1000.0,20.6
1549,4,1100.0,18.200001
1550,4,1200.0,17.6
1551,4,1300.0,18.4
1552,4,1400.0,17.0
1553,4,1500.0,17.799999
1554,4,1600.0,17.799999
1555,4,1700.0,17.4
1556,4,1800.0,18.0
1557,4,1900.0,18.1
1558,4,2000.0,18.1
1559,4,2100.0,19.0
1560,4,2200.0,19.700001
1561,4,2300.0,21.700001
1562,5,0.0,23.200001
1563,5,100.0,23.200001
1564,5,200.0,25.5
1565,5,300.0,29.1
1566,5,400.0,29.700001
1567,5,500.0,29.1
1568,5,600.0,28.700001
1569,5,700.0,26.4
1570,5,800.0,25.799999
1571,5,900.0,25.799999
1572,5,1000.0,21.5
1573,5,1100.0,20.4
1574,5,1200.0,20.1
1575,5,1300.0,19.799999
1576,5,1400.0,18.5
1577,5,1500.0,17.9
1578,5,1600.0,17.4
1579,5,1700.0,17.200001
1580,5,1800.0,17.0
1581,5,1900.0,16.5
1582,5,2000.0,17.1
1583,5,2100.0,18.6
1584,5,2200.0,20.0
1585,5,2300.0,20.9
1586,6,0.0,23.4
1587,6,100.0,25.5
1588,6,200.0,26.299999
1589,6,300.0,26.4
1590,6,400.0,26.1
1591,6,500.0,25.700001
1592,6,600.0,24.9
1593,6,700.0,23.6
1594,6,800.0,20.4
1595,6,900.0,19.4
1596,6,1000.0,18.6
1597,6,1100.0,18.799999
1598,6,1200.0,18.4
1599,6,1300.0,17.299999
1600,6,1400.0,16.799999
1601,6,1500.0,16.4
1602,6,1600.0,16.4
1603,6,1700.0,16.6
1604,6,1800.0,16.700001
1605,6,1900.0,16.799999
1606,6,2000.0,17.200001
1607,6,2100.0,17.5
1608,6,2200.0,17.700001
1609,6,2300.0,17.9
1610,7,0.0,18.1
1611,7,100.0,18.1
1612,7,200.0,18.5
1613,7,300.0,19.1
1614,7,400.0,19.200001
1615,7,500.0,20.4
1616,7,600.0,21.299999
1617,7,700.0,21.4
1618,7,800.0,20.1
1619,7,900.0,19.9
1620,7,1000.0,18.1
1621,7,1100.0,17.1
1622,7,1200.0,16.799999
1623,7,1300.0,17.5
1624,7,1400.0,18.700001
1625,7,1500.0,16.9
1626,7,1600.0,15.7
1627,7,1700.0,14.7
1628,7,1800.0,14.1
1629,7,1900.0,13.8
1630,7,2000.0,14.4
1631,7,2100.0,16.4
1632,7,2200.0,20.200001
1633,7,2300.0,22.0
1634,8,0.0,23.799999
1635,8,100.0,24.799999
1636,8,200.0,25.6
1637,8,300.0,25.9
1638,8,400.0,26.799999
1639,8,500.0,26.5
1640,8,600.0,26.9
1641,8,700.0,24.200001
1642,8,800.0,23.299999
1643,8,900.0,22.5
1644,8,1000.0,20.200001
1645,8,1100.0,18.4
1646,8,1200.0,17.5
1647,8,1300.0,17.0
1648,8,1400.0,16.9
1649,8,1500.0,17.0
1650,8,1600.0,17.200001
1651,8,1700.0,17.200001
1652,8,1800.0,16.4
1653,8,1900.0,16.0
1654,8,2000.0,16.799999
1655,8,2100.0,18.200001
1656,8,2200.0,19.9
1657,8,2300.0,22.0
1658,9,0.0,24.299999
1659,9,100.0,25.0
1660,9,200.0,26.1
1661,9,300.0,26.799999
1662,9,400.0,26.6
1663,9,500.0,26.4
1664,9,600.0,26.4
1665,9,700.0,24.4
1666,9,800.0,23.700001
1667,9,900.0,21.200001
1668,9,1000.0,20.299999
1669,9,1100.0,19.9
1670,9,1200.0,19.5
1671,9,1300.0,19.5
1672,9,1400.0,16.700001
1673,9,1500.0,15.2
1674,9,1600.0,15.6
1675,9,1700.0,14.8
1676,9,1800.0,14.7
1677,9,1900.0,14.6
1678,9,2000.0,14.5
1679,9,2100.0,14.7
1680,9,2200.0,15.2
1681,9,2300.0,16.1
1682,10,0.0,17.6
1683,10,100.0,18.4
1684,10,200.0,20.4
1685,10,300.0,21.6
1686,10,400.0,22.299999
1687,10,500.0,22.1
1688,10,600.0,22.799999
1689,10,700.0,22.0
1690,10,800.0,21.200001
1691,10,900.0,18.799999
1692,10,1000.0,18.1
1693,10,1100.0,17.5
1694,10,1200.0,17.4
1695,10,1300.0,17.299999
1696,10,1400.0,17.0
1697,10,1500.0,17.6
1698,10,1600.0,16.4
1699,10,1700.0,16.0
1700,10,1800.0,15.3
1701,10,1900.0,14.5
1702,10,2000.0,15.1
1703,10,2100.0,16.4
1704,10,2200.0,18.9
1705,10,2300.0,20.6
1706,11,0.0,20.799999
1707,11,100.0,21.9
1708,11,200.0,22.700001
1709,11,300.0,24.200001
1710,11,400.0,24.299999
1711,11,500.0,24.799999
1712,11,600.0,24.799999
1713,11,700.0,25.4
1714,11,800.0,23.299999
1715,11,900.0,21.299999
1716,11,1000.0,17.799999
1717,11,1100.0,16.9
1718,11,1200.0,16.0
1719,11,1300.0,15.2
1720,11,1400.0,15.0
1721,11,1500.0,13.7
1722,11,1600.0,13.0
1723,11,1700.0,12.7
1724,11,1800.0,12.2
1725,11,1900.0,11.9
1726,11,2000.0,13.2
1727,11,2100.0,15.4
1728,11,2200.0,18.799999
1729,11,2300.0,21.1
1730,12,0.0,23.1
1731,12,100.0,24.5
1732,12,200.0,25.9
1733,12,300.0,25.6
1734,12,400.0,26.4
1735,12,500.0,26.5
1736,12,600.0,26.4
1737,12,700.0,24.9
1738,12,800.0,24.200001
1739,12,900.0,22.1
1740,12,1000.0,19.200001
1741,12,1100.0,17.6
1742,12,1200.0,16.799999
1743,12,1300.0,16.1
1744,12,1400.0,15.1
1745,12,1500.0,14.8
1746,12,1600.0,14.3
1747,12,1700.0,13.7
1748,12,1800.0,13.4
1749,12,1900.0,13.1
1750,12,2000.0,13.9
1751,12,2100.0,16.4
1752,12,2200.0,20.299999
1753,12,2300.0,22.5
1754,13,0.0,24.6
1755,13,100.0,26.1
1756,13,200.0,27.200001
1757,13,300.0,27.700001
1758,13,400.0,28.9
1759,13,500.0,28.5
1760,13,600.0,28.4
1761,13,700.0,27.700001
1762,13,800.0,26.200001
1763,13,900.0,24.4
1764,13,1000.0,22.700001
1765,13,1100.0,21.5
1766,13,1200.0,19.200001
1767,13,1300.0,18.5
1768,13,1400.0,18.299999
1769,13,1500.0,17.200001
1770,13,1600.0,16.799999
1771,13,1700.0,16.299999
1772,13,1800.0,16.299999
1773,13,1900.0,16.0
1774,13,2000.0,16.5
1775,13,2100.0,17.6
1776,13,2200.0,19.299999
1777,13,2300.0,20.4
1778,14,0.0,22.0
1779,14,100.0,22.6
1780,14,200.0,23.0
1781,14,300.0,23.5
1782,14,400.0,24.6
1783,14,500.0,25.6
1784,14,600.0,26.799999
1785,14,700.0,26.700001
1786,14,800.0,24.6
1787,14,900.0,22.799999
1788,14,1000.0,20.9
1789,14,1100.0,18.799999
1790,14,1200.0,17.9
1791,14,1300.0,16.799999
1792,14,1400.0,16.4
1793,14,1500.0,15.4
1794,14,1600.0,14.9
1795,14,1700.0,14.6
1796,14,1800.0,14.5
1797,14,1900.0,14.2
1798,14,2000.0,14.9
1799,14,2100.0,17.6
1800,14,2200.0,20.700001
1801,14,2300.0,22.5
1802,15,0.0,23.700001
1803,15,100.0,25.1
1804,15,200.0,24.799999
1805,15,300.0,25.5
1806,15,400.0,26.1
1807,15,500.0,25.1
1808,15,600.0,25.4
1809,15,700.0,24.4
1810,15,800.0,23.4
1811,15,900.0,21.799999
1812,15,1000.0,20.700001
1813,15,1100.0,19.4
1814,15,1200.0,17.799999
1815,15,1300.0,16.200001
1816,15,1400.0,15.5
1817,15,1500.0,14.7
1818,15,1600.0,14.1
1819,15,1700.0,13.8
1820,15,1800.0,13.4
1821,15,1900.0,13.1
1822,15,2000.0,14.2
1823,15,2100.0,17.1
1824,15,2200.0,20.1
1825,15,2300.0,22.4
1826,16,0.0,23.1
1827,16,100.0,24.6
1828,16,200.0,26.0
1829,16,300.0,26.1
1830,16,400.0,27.5
1831,16,500.0,26.700001
1832,16,600.0,26.6
1833,16,700.0,25.6
1834,16,800.0,24.299999
1835,16,900.0,22.9
1836,16,1000.0,20.700001
1837,16,1100.0,18.9
1838,16,1200.0,17.9
1839,16,1300.0,16.799999
1840,16,1400.0,16.5
1841,16,1500.0,17.299999
1842,16,1600.0,15.8
1843,16,1700.0,15.5
1844,16,1800.0,15.5
1845,16,1900.0,15.7
1846,16,2000.0,16.200001
1847,16,2100.0,17.799999
1848,16,2200.0,20.4
1849,16,2300.0,22.0
1850,17,0.0,22.799999
1851,17,100.0,24.6
1852,17,200.0,25.0
1853,17,300.0,25.6
1854,17,400.0,26.799999
1855,17,500.0,26.700001
1856,17,600.0,27.6
1857,17,700.0,26.0
1858,17,800.0,24.4
1859,17,900.0,22.6
1860,17,1000.0,20.700001
1861,17,1100.0,19.299999
1862,17,1200.0,17.5
1863,17,1300.0,16.700001
1864,17,1400.0,16.4
1865,17,1500.0,15.9
1866,17,1600.0,15.5
1867,17,1700.0,15.9
1868,17,1800.0,15.7
1869,17,1900.0,15.6
1870,17,2000.0,17.0
1871,17,2100.0,18.5
1872,17,2200.0,20.4
1873,17,2300.0,21.299999
1874,18,0.0,23.799999
1875,18,100.0,23.700001
1876,18,200.0,24.9
1877,18,300.0,24.9
1878,18,400.0,23.4
1879,18,500.0,22.799999
1880,18,600.0,23.700001
1881,18,700.0,23.9
1882,18,800.0,23.799999
1883,18,900.0,21.700001
1884,18,1000.0,21.799999
1885,18,1100.0,21.4
1886,18,1200.0,19.5
1887,18,1300.0,19.0
1888,18,1400.0,17.799999
1889,18,1500.0,17.700001
1890,18,1600.0,18.0
1891,18,1700.0,-50.0
1892,18,1800.0,18.299999
1893,18,1900.0,18.6
1894,18,2000.0,19.4
1895,18,2100.0,19.299999
1896,18,2200.0,19.4
1897,18,2300.0,20.799999
1898,19,0.0,22.0
1899,19,100.0,24.299999
1900,19,200.0,24.6
1901,19,300.0,26.4
1902,19,400.0,25.1
1903,19,500.0,25.1
1904,19,600.0,25.6
1905,19,700.0,26.4
1906,19,800.0,25.299999
1907,19,900.0,24.1
1908,19,1000.0,22.1
1909,19,1100.0,21.4
1910,19,1200.0,20.1
1911,19,1300.0,18.9
1912,19,1400.0,18.799999
1913,19,1500.0,18.299999
1914,19,1600.0,18.1
1915,19,1700.0,19.0
1916,19,1800.0,19.0
1917,19,1900.0,18.700001
1918,19,2000.0,19.0
1919,19,2100.0,20.200001
1920,19,2200.0,21.0
1921,19,2300.0,22.9
1922,20,0.0,24.200001
1923,20,100.0,26.5
1924,20,200.0,26.4
1925,20,300.0,25.9
1926,20,400.0,28.200001
1927,20,500.0,27.9
1928,20,600.0,27.700001
1929,20,700.0,26.299999
1930,20,800.0,24.700001
1931,20,900.0,23.4
1932,20,1000.0,22.1
1933,20,1100.0,21.200001
1934,20,1200.0,20.700001
1935,20,1300.0,20.1
1936,20,1400.0,18.799999
1937,20,1500.0,19.4
1938,20,1600.0,20.0
1939,20,1700.0,18.1
1940,20,1800.0,17.700001
1941,20,1900.0,17.299999
1942,20,2000.0,17.9
1943,20,2100.0,19.700001
1944,20,2200.0,21.9
1945,20,2300.0,23.0
1946,21,0.0,24.799999
1947,21,100.0,24.200001
1948,21,200.0,26.1
1949,21,300.0,25.6
1950,21,400.0,27.200001
1951,21,500.0,27.6
1952,21,600.0,28.0
1953,21,700.0,26.5
1954,21,800.0,25.4
1955,21,900.0,23.0
1956,21,1000.0,21.299999
1957,21,1100.0,20.6
1958,21,1200.0,19.9
1959,21,1300.0,19.700001
1960,21,1400.0,19.4
1961,21,1500.0,18.4
1962,21,1600.0,18.1
1963,21,1700.0,17.299999
1964,21,1800.0,16.700001
1965,21,1900.0,16.4
1966,21,2000.0,17.6
1967,21,2100.0,20.299999
1968,21,2200.0,22.5
1969,21,2300.0,24.200001
1970,22,0.0,26.0
1971,22,100.0,26.799999
1972,22,200.0,28.0
1973,22,300.0,29.9
1974,22,400.0,30.0
1975,22,500.0,29.1
1976,22,600.0,29.5
1977,22,700.0,28.700001
1978,22,800.0,27.9
1979,22,900.0,25.200001
1980,22,1000.0,23.799999
1981,22,1100.0,20.299999
1982,22,1200.0,19.4
1983,22,1300.0,18.6
1984,22,1400.0,17.6
1985,22,1500.0,16.9
1986,22,1600.0,16.5
1987,22,1700.0,15.7
1988,22,1800.0,15.5
1989,22,1900.0,14.9
1990,22,2000.0,16.200001
1991,22,2100.0,19.0
1992,22,2200.0,22.4
1993,22,2300.0,24.299999
1994,23,0.0,25.1
1995,23,100.0,26.9
1996,23,200.0,27.0
1997,23,300.0,28.0
1998,23,400.0,29.6
1999,23,500.0,29.799999
2000,23,600.0,29.9
2001,23,700.0,29.1
2002,23,800.0,27.799999
2003,23,900.0,25.6
2004,23,1000.0,24.0
2005,23,1100.0,23.6
2006,23,1200.0,21.799999
2007,23,1300.0,18.5
2008,23,1400.0,17.9
2009,23,1500.0,17.5
2010,23,1600.0,16.299999
2011,23,1700.0,16.1
2012,23,1800.0,15.8
2013,23,1900.0,16.200001
2014,23,2000.0,16.700001
2015,23,2100.0,19.0
2016,23,2200.0,23.299999
2017,23,2300.0,24.700001
2018,24,0.0,26.5
2019,24,100.0,28.700001
2020,24,200.0,29.1
2021,24,300.0,29.700001
2022,24,400.0,30.299999
2023,24,500.0,29.9
2024,24,600.0,29.9
2025,24,700.0,29.4
2026,24,800.0,27.799999
2027,24,900.0,25.9
2028,24,1000.0,21.6
2029,24,1100.0,20.700001
2030,24,1200.0,19.700001
2031,24,1300.0,18.4
2032,24,1400.0,17.5
2033,24,1500.0,16.799999
2034,24,1600.0,16.200001
2035,24,1700.0,15.7
2036,24,1800.0,15.3
2037,24,1900.0,14.8
2038,24,2000.0,16.4
2039,24,2100.0,19.0
2040,24,2200.0,22.9
2041,24,2300.0,26.1
2042,25,0.0,27.9
2043,25,100.0,28.9
2044,25,200.0,29.9
2045,25,300.0,30.5
2046,25,400.0,31.5
2047,25,500.0,32.900002
2048,25,600.0,33.0
2049,25,700.0,32.700001
2050,25,800.0,30.200001
2051,25,900.0,26.6
2052,25,1000.0,25.200001
2053,25,1100.0,21.6
2054,25,1200.0,20.700001
2055,25,1300.0,19.4
2056,25,1400.0,18.700001
2057,25,1500.0,17.5
2058,25,1600.0,16.6
2059,25,1700.0,16.200001
2060,25,1800.0,16.1
2061,25,1900.0,16.299999
2062,25,2000.0,16.9
2063,25,2100.0,19.200001
2064,25,2200.0,21.200001
2065,25,2300.0,21.9
2066,26,0.0,21.700001
2067,26,100.0,23.0
2068,26,200.0,24.6
2069,26,300.0,23.6
2070,26,400.0,23.1
2071,26,500.0,24.299999
2072,26,600.0,24.9
2073,26,700.0,24.1
2074,26,800.0,23.1
2075,26,900.0,22.5
2076,26,1000.0,21.700001
2077,26,1100.0,21.1
2078,26,1200.0,21.0
2079,26,1300.0,20.5
2080,26,1400.0,20.4
2081,26,1500.0,20.299999
2082,26,1600.0,20.299999
2083,26,1700.0,20.200001
2084,26,1800.0,20.299999
2085,26,1900.0,20.299999
2086,26,2000.0,20.5
2087,26,2100.0,20.9
2088,26,2200.0,22.200001
2089,26,2300.0,24.200001
2090,27,0.0,27.0
2091,27,100.0,26.5
2092,27,200.0,27.5
2093,27,300.0,27.700001
2094,27,400.0,27.299999
2095,27,500.0,28.799999
2096,27,600.0,28.700001
2097,27,700.0,29.6
2098,27,800.0,27.200001
2099,27,900.0,26.700001
2100,27,1000.0,25.5
2101,27,1100.0,24.299999
2102,27,1200.0,22.4
2103,27,1300.0,22.4
2104,27,1400.0,22.299999
2105,27,1500.0,21.4
2106,27,1600.0,21.6
2107,27,1700.0,21.5
2108,27,1800.0,21.6
2109,27,1900.0,21.700001
2110,27,2000.0,21.700001
2111,27,2100.0,22.5
2112,27,2200.0,24.799999
2113,27,2300.0,25.0
2114,28,0.0,26.4
2115,28,100.0,27.299999
2116,28,200.0,28.200001
2117,28,300.0,28.6
2118,28,400.0,30.6
2119,28,500.0,30.0
2120,28,600.0,28.6
2121,28,700.0,27.1
2122,28,800.0,25.299999
2123,28,900.0,24.4
2124,28,1000.0,22.1
2125,28,1100.0,21.700001
2126,28,1200.0,22.299999
2127,28,1300.0,21.799999
2128,28,1400.0,20.9
2129,28,1500.0,20.700001
2130,28,1600.0,20.299999
2131,28,1700.0,19.9
2132,28,1800.0,20.0
2133,28,1900.0,19.799999
2134,28,2000.0,20.0
2135,28,2100.0,20.200001
2136,28,2200.0,20.6
2137,28,2300.0,21.6
2138,29,0.0,23.6
2139,29,100.0,24.0
